,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
323,-0.8671584355928258,-2.241782187109366,-0.5388019055054822,0.9755751289855163,-0.5728345802734872,3,1,3,0.23844337497516047,0,0.0009659271064221801,-0.7951632272572445,-0.67097550839417,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.9524080016082321,2,-1.02685765142659,-1.1836346493839311,0.3811417105257205,0.7751342626975717,126175
324,1.0690186228268657,0.6514792433257054,-0.14135298190411524,1.072482169965163,1.0845887723919285,2,1,2,-0.7922139908564386,0,1.902867537934995,1.6797501215763198,2.784190378102857,0.7897405221108432,2,2.7585493264662686,0.6004949339126351,2,3,-0.7093037657511738,0,0.31172464418307205,0.4258605633177688,1.1632904411027192,-0.704483250333654,242000
325,-0.8259631790307046,-0.7951514718918303,-1.0024923163737438,-1.689368497954768,-0.5728345802734872,3,1,3,-0.76941183674512,3,-0.9305777190136952,-0.7951632272572445,-1.3562976676993654,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.5196512186080349,2,0.31172464418307205,-0.5286075279355649,-0.7521758378613592,-0.704483250333654,87000
326,-1.5674777971488842,1.3747946009344731,0.7197863525655132,0.3941328831076361,-0.5728345802734872,2,2,2,1.5085233589756044,0,1.439683336114159,-0.7951632272572445,0.3874664931994097,-1.0260408358133,2,-0.31868326571034533,2.1522163560585597,2,1,0.5872521588198041,0,0.31172464418307205,9.293437633071431e-05,0.22151952061204727,-0.25153911369144205,324000
327,0.4098945178329282,-0.07183611428306244,-0.373198187338246,-1.2048332930565346,0.39399570878133866,3,1,3,0.7423709808353007,4,0.5702425997353828,-0.7951632272572445,-0.2521675221521061,-1.0260408358133,3,0.29676325272497744,-0.9512264882332893,5,1,-0.7498211383940169,1,-1.02685765142659,-0.8467635583533428,-0.7521758378613592,-0.025067045370336088,145250
328,-0.4140106134094937,-0.07183611428306244,-1.8305109072099248,0.44258640359745943,-0.5728345802734872,3,0,3,-0.4866651257647699,2,0.7306751165671808,0.7837398258412053,1.1774906490651211,0.7897405221108432,2,2.1431028080309455,-0.9512264882332893,5,5,-1.9653423176793086,2,0.31172464418307205,-0.149627550526153,-0.7521758378613592,0.2014050229507699,214500
329,-0.4140106134094937,-0.7951514718918303,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,3,2,3,-1.0521585477254702,4,-1.4662153155327626,0.5706222874694261,-0.615769001116807,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-2.370516044107739,2,-1.02685765142659,-1.3286763691332122,-0.7521758378613592,-0.704483250333654,78000
330,-0.4140106134094937,-0.7951514718918303,-0.24071521280445698,-1.0110192110972411,-0.10875604152717078,3,1,3,1.5290452976757911,4,1.462971927267162,-0.7951632272572445,0.40459954718203955,0.7897405221108432,3,2.1431028080309455,-0.9512264882332893,5,5,0.9519085126053916,2,-1.02685765142659,-0.5660376491611858,0.48489613396960807,-0.704483250333654,119000
331,-0.0020580477882827593,-0.7951514718918303,-0.4394396746051405,0.34567936261781274,-0.5728345802734872,3,1,3,-0.003259458604816313,1,-0.2759095454903905,-0.7951632272572445,-0.874668483520992,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.830855883679703,1,-1.02685765142659,-0.7719033159021009,-0.7521758378613592,-0.704483250333654,139000
332,0.6158708006435336,1.3747946009344731,1.0509937888999856,0.927121608495693,1.0624897943563896,2,2,2,4.899203675328675,0,1.2067974245841298,-0.7951632272572445,0.2161359533731108,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,0.9924258852482346,1,1.6503069397927341,1.9043503517297955,-0.7521758378613592,-0.704483250333654,284000
333,-0.4552058699716148,0.6514792433257054,1.084114532533433,0.927121608495693,0.2337781180236818,2,2,2,0.6853655955570044,0,0.5055520687548191,-0.7951632272572445,-0.29975933877052247,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,1.0329432578910778,1,0.31172464418307205,0.05155935106155949,0.7801971853099035,-0.25153911369144205,207000
334,-0.4552058699716148,-0.07183611428306244,0.8853900707327494,0.6364004855567529,-0.5728345802734872,3,2,2,-0.2609238000627161,2,-0.5683107455225385,0.7974893444458362,0.2332690073557407,0.7897405221108432,3,0.29676325272497744,2.1522163560585597,4,1,0.7898390220340193,0,0.31172464418307205,-0.004585830776871902,0.04593511170700675,-0.1307540105868522,192000
335,-0.4140106134094937,-0.7951514718918303,-0.20759446917100974,-0.9625656906074178,-0.5728345802734872,3,1,3,1.006875968526596,0,1.1809212121919042,-0.4124682927616841,0.5150125617367655,0.7897405221108432,3,0.29676325272497744,2.1522163560585597,2,1,-0.5472342751798016,0,0.31172464418307205,0.2621037829556772,4.595167524246693,-0.704483250333654,228950
337,-0.0020580477882827593,0.6514792433257054,1.0178730452665383,0.8786680880058696,0.05146154923048608,2,2,2,1.0912439387384747,0,0.9661486493364327,-0.7951632272572445,0.03909439555260198,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,0.9519085126053916,1,0.31172464418307205,0.2761400784152851,0.7801971853099035,0.4127789533838021,214000
338,0.8630423400162602,0.6514792433257054,0.421699659864488,0.6364004855567529,-0.5728345802734872,2,1,2,0.3433332838872259,0,1.1860964546703494,-0.7951632272572445,0.20090657205521759,0.7897405221108432,2,0.9122097711603002,-0.9512264882332893,5,1,0.22259580503421653,1,0.31172464418307205,-0.15430631567935563,0.10978398767247603,-0.025067045370336088,202500
339,-0.16683907403676715,-0.07183611428306244,-0.4394396746051405,0.6364004855567529,0.3995204532902234,3,1,3,0.35929479176514884,4,0.1355222315459947,-0.7951632272572445,-0.571984529827864,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.830855883679703,2,-1.02685765142659,-0.8233697325873297,-0.7521758378613592,-0.704483250333654,155000
340,0.6158708006435336,1.3747946009344731,1.0178730452665383,0.8302145675160463,-0.5728345802734872,2,2,2,-0.20619863019555154,0,-0.43892968356141104,1.3016383599489696,0.7472606268346373,0.7897405221108432,2,1.527656289595623,-0.9512264882332893,5,1,0.9519085126053916,0,0.31172464418307205,-0.19641520205817917,0.32527394405593485,-0.704483250333654,202900
341,-0.4140106134094937,-1.518466829500598,-0.7044056236727184,-1.689368497954768,-0.5728345802734872,1,1,3,-0.7671316213339883,2,-0.8322481119232383,-0.7951632272572445,-1.2839581064393726,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,4,-1.1549948648224475,2,-1.02685765142659,-0.8374060280469375,1.2431015360595556,-0.704483250333654,82000
342,-0.4140106134094937,-2.241782187109366,-0.7375263673061657,-1.689368497954768,1.3055785527473174,3,3,4,-2.411166932760057,1,-0.3173114853179513,-0.7951632272572445,-0.9051272461567784,0.7897405221108432,3,-0.31868326571034533,-0.9512264882332893,5,5,-1.1955122374652905,2,0.31172464418307205,-0.3414569218074603,-0.7521758378613592,-0.704483250333654,87500
343,-0.29042484372313043,2.0981099585432412,1.1172352761668802,0.9755751289855163,2.8304080371994997,0,2,0,1.4287158195859895,0,1.3491165927413697,-0.7951632272572445,0.3208379499336268,0.7897405221108432,0,-0.31868326571034533,0.6004949339126351,0,1,1.0734606305339207,1,0.31172464418307205,0.4258605633177688,3.1984733625020527,0.3825826776076547,266000
344,-1.4026967709004,-0.7951514718918303,0.15673371079690998,-0.4295769652193609,-0.5728345802734872,3,1,2,-1.1889714723933817,4,-1.6214725898861155,0.5247905587873231,-0.7680628142957393,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,1,-0.10154317610852794,2,-1.02685765142659,-0.6408978916124277,0.7003860903530669,-0.704483250333654,85000
345,-0.20803433059888823,-0.07183611428306244,-1.0687338036406382,-1.689368497954768,-0.5728345802734872,3,0,3,-0.19479755313989225,2,-0.4932697295850845,0.5912465653763725,0.1171449748068048,-1.0260408358133,1,-0.31868326571034533,0.6004949339126351,2,5,-1.600685963893721,2,-1.02685765142659,-0.7531882552892905,-0.7521758378613592,-0.704483250333654,140200
346,-0.4140106134094937,-0.07183611428306244,-0.373198187338246,0.6364004855567529,-0.5728345802734872,3,1,3,-0.22672056889573824,4,-0.5294964269342002,-0.7951632272572445,-1.061228404665184,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.7498211383940169,1,-1.02685765142659,-0.8046546719745192,-0.7521758378613592,-0.704483250333654,151500
347,-0.4140106134094937,-0.07183611428306244,-0.373198187338246,-1.2048332930565346,-0.4070922450069456,3,1,3,0.9589914448928271,0,0.8160666174615249,-0.7951632272572445,-0.07131861900212395,0.7897405221108432,3,-0.31868326571034533,2.1522163560585597,2,1,-0.7498211383940169,2,0.31172464418307205,0.11706206320639612,-0.7521758378613592,-0.10055773481070475,157500
348,-1.4026967709004,0.6514792433257054,1.0509937888999856,0.927121608495693,0.012788337668293046,2,2,2,-0.6690823586553184,0,-1.0314949473433745,1.1801842789413965,0.21042493537890086,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,3,0.9924258852482346,1,0.31172464418307205,0.00477169952953333,-0.7521758378613592,-0.29683352735566326,154000
350,-0.08444856091252495,2.0981099585432412,1.1834767634337746,1.072482169965163,1.4271229319427812,0,2,0,1.850555670645383,0,1.8278265219975414,-0.7951632272572445,0.6730173929099078,0.7897405221108432,0,-0.31868326571034533,0.6004949339126351,2,1,1.1544953758196068,1,0.31172464418307205,0.6738351164375075,0.9238571562322093,0.1108161956223275,318061
351,-0.4140106134094937,0.6514792433257054,0.4879411471313825,0.05495823967887263,-0.5728345802734872,3,2,2,0.9019860596145307,2,0.7513760864809612,-0.7951632272572445,-0.11891043562054031,-1.0260408358133,2,-0.31868326571034533,0.6004949339126351,4,1,0.30363055031990266,1,0.31172464418307205,-0.13091248991334253,-0.7521758378613592,0.5033677807122445,190000
352,-0.4140106134094937,-0.7951514718918303,-1.0024923163737438,-1.689368497954768,-0.5728345802734872,3,1,3,-1.006554239502833,4,-1.4144628907483117,0.3391720576248058,-0.769966486960476,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.5196512186080349,2,-1.02685765142659,-1.2772099524479834,-0.36908258206854355,-0.704483250333654,95000
353,-0.4140106134094937,-0.07183611428306244,-1.4330619836085579,0.8786680880058696,-0.5728345802734872,3,0,3,-0.9883125162137782,2,-1.1453502818691668,-0.7951632272572445,-1.5143024988725078,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,1.0734606305339207,2,0.31172464418307205,0.05155935106155949,0.09382176868110871,-0.704483250333654,105900
354,-0.4140106134094937,-0.07183611428306244,-1.0356130600071909,0.7333075265363995,-0.5728345802734872,3,1,3,-0.2677644462961117,0,0.07600694304387608,0.12834610568713178,0.15141108277206458,-1.0260408358133,3,-0.31868326571034533,2.1522163560585597,2,1,-1.560168591250878,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.704483250333654,140000
355,1.4397759318859555,-0.07183611428306244,0.7860278398324076,0.4910399240872828,-0.5728345802734872,2,2,2,0.325091560598171,0,0.09670791295765646,-0.7951632272572445,-0.6005396197989138,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,0.6682869041054902,1,0.31172464418307205,0.2246736617300563,-0.7521758378613592,-0.311931665243737,177500
356,-0.4140106134094937,-0.07183611428306244,0.686665608932066,0.34567936261781274,0.012788337668293046,3,2,2,0.22932251333063305,2,0.011316412063312374,-0.7951632272572445,-0.6633608177352234,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,0.546734786176961,1,0.31172464418307205,-0.3414569218074603,0.20555730162067995,-0.311931665243737,173000
357,-1.0731347184034312,-0.7951514718918303,0.15673371079690998,-0.4295769652193609,-0.5728345802734872,3,2,2,0.19283906675252335,4,-0.053374118917251336,-0.7951632272572445,-0.7109526343536398,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,3,1,-0.10154317610852794,0,0.31172464418307205,0.2574250178024746,3.5256988518250827,0.6543491595929818,134000
358,0.9042375965783813,-0.7951514718918303,-0.4394396746051405,-1.3017403340361813,0.09013476079267911,3,1,3,0.010421833861974825,0,0.4900263413194838,-0.7951632272572445,-0.31118137475894236,-1.0260408358133,2,-0.31868326571034533,-0.9512264882332893,5,3,-0.830855883679703,2,-1.02685765142659,-0.8654786189661533,0.5886505574134956,-0.704483250333654,130000
359,0.327504004708686,1.3747946009344731,0.8853900707327494,0.6364004855567529,2.3552800094354143,2,2,2,0.06514700372913938,0,-0.19828090831371403,1.1251862045228729,0.7777193894704237,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,4,1,0.7898390220340193,1,0.31172464418307205,0.556865987607442,0.907894937240842,0.42787709127187584,280000
360,-0.4140106134094937,-0.07183611428306244,0.22297519806380448,-0.3326699242397142,-0.5728345802734872,3,1,2,-0.3863356476749682,0,-0.6485270039384374,-0.7951632272572445,-1.1487973472430701,-1.0260408358133,3,-0.934129784145668,0.6004949339126351,4,1,-0.020508430822841813,1,0.31172464418307205,-0.013943361083277135,-0.7521758378613592,-0.704483250333654,156000
361,-0.4140106134094937,-0.7951514718918303,-1.0356130600071909,-0.13885584228042078,-0.5728345802734872,3,1,3,-0.3977367247306275,2,-0.4518677897575238,0.38958695917511915,-0.019919457054234292,-1.0260408358133,3,0.9122097711603002,-0.9512264882332893,5,5,-1.560168591250878,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.704483250333654,145000
362,-0.24922958716100932,0.6514792433257054,1.0509937888999856,0.8786680880058696,2.1895376741688723,2,3,4,-2.411166932760057,0,-1.72756506069424,2.474930614210807,0.7739120441409505,2.6055218800349866,2,0.29676325272497744,0.6004949339126351,0,3,0.9924258852482346,1,0.31172464418307205,0.9311671998636514,-0.7521758378613592,-0.704483250333654,198500
363,-2.0206256193322165,-0.07183611428306244,0.02425073626312099,1.072482169965163,2.2447851192577195,3,1,3,-1.30982288918337,2,-1.7586165155649107,0.35979633553175216,-1.006021897387821,-1.0260408358133,2,-0.934129784145668,-0.9512264882332893,5,5,-0.2636126666799002,2,-1.02685765142659,-0.977768982643016,1.2431015360595556,-0.704483250333654,118000
364,-0.4140106134094937,-0.07183611428306244,0.15673371079690998,-0.4295769652193609,0.09013476079267911,3,2,2,-0.596115465499099,4,-0.9642167951235884,1.0014405370811947,0.11143395681259484,0.7897405221108432,3,-0.31868326571034533,0.6004949339126351,4,1,-0.10154317610852794,0,0.31172464418307205,0.435218093624174,1.6900436678178408,0.9714100552425302,190000
365,-0.4552058699716148,-0.7951514718918303,-1.6980279326761358,0.5879469650669296,-0.5728345802734872,3,1,3,-0.8788621764794492,2,-1.269556101351849,0.7447828564614177,-0.3264107560768356,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-0.5877516478226447,2,-1.02685765142659,-0.023300891389682367,-0.7521758378613592,1.2280783993397837,147000
366,-0.4140106134094937,-0.07183611428306244,-0.27383595643790426,-1.0594727315870645,0.7917773134210384,3,1,2,0.7674533503577512,2,0.5987064333668308,-0.7951632272572445,-0.2312271228400029,-1.0260408358133,3,-0.31868326571034533,2.1522163560585597,2,1,-0.6282690204654877,1,0.31172464418307205,0.191922305657638,-0.7521758378613592,0.4429752291599496,159000
367,1.2749949056374712,-0.07183611428306244,-0.3069567000713515,-1.1079262520768878,1.112212494936352,3,1,2,0.09478980407385351,2,0.6944484192180651,-0.7951632272572445,-0.1607912342447467,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,2,2,-0.6687863931083308,1,-1.02685765142659,-0.8280484977405324,-0.241384830137605,0.9563119173544564,165000
368,0.327504004708686,-0.7951514718918303,-0.5719226491389294,-1.4955544159954748,0.5321143215034566,3,2,3,0.48014620855513723,2,0.27266615722478976,-0.7951632272572445,-0.47108987859682133,-1.0260408358133,3,0.29676325272497744,0.6004949339126351,2,1,-0.9929253742510752,0,-1.02685765142659,-1.0713442857070683,-0.7521758378613592,0.7751342626975717,132000
369,-0.4140106134094937,-0.7951514718918303,-0.40631893097169325,1.0240286494753397,-0.5728345802734872,3,1,3,0.012702049273106681,0,0.32183096077001816,-0.7951632272572445,-0.4349200979668249,-1.0260408358133,2,0.29676325272497744,0.6004949339126351,2,5,0.7493216493911763,0,0.31172464418307205,0.4820057451562002,2.152948018567493,-0.4478149062364006,162000
370,-0.4140106134094937,-0.07183611428306244,0.9516315579996439,0.7333075265363995,-0.5728345802734872,3,2,2,-0.23812164595139754,0,-0.542434533130313,0.8341547273915186,0.2827644966388937,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,1,0.8708737673197054,1,0.31172464418307205,-0.060731012615303295,0.04593511170700675,-0.10055773481070475,172400
371,0.4098945178329282,-1.518466829500598,-0.40631893097169325,-1.253286813546358,-0.5728345802734872,3,1,4,-2.411166932760057,4,-0.1103017861801474,0.27729922390396666,0.138085374118908,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,2,5,0.506217413534118,0,0.31172464418307205,0.9685973210892723,-0.7521758378613592,0.18630688506269616,134432
372,-0.8259631790307046,-0.07183611428306244,0.421699659864488,-0.04194880130077408,-0.5728345802734872,3,1,2,-0.7146866668779556,4,-1.0625464022140452,-0.7951632272572445,-1.4533849736009348,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,1,0.22259580503421653,2,-1.02685765142659,-0.977768982643016,2.065155814114973,-0.704483250333654,125000
373,0.3686992612708071,-0.7951514718918303,-0.6050433927723767,-1.544007936485298,-0.5728345802734872,3,2,3,-1.024795962791888,4,0.4046348404251397,-0.7951632272572445,-0.37400257269525194,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-1.0334427468939182,2,-1.02685765142659,-0.9496963917238004,-0.22542261114623768,-0.704483250333654,123000
374,-0.20803433059888823,0.6514792433257054,1.0509937888999856,0.927121608495693,-0.5728345802734872,2,2,2,-0.4798244795313743,0,-0.8167223844879031,1.6820417080104249,0.7853340801293703,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,2,3,0.9924258852482346,0,0.31172464418307205,-0.1823789065985713,0.04593511170700675,0.020227368293885106,219500
375,-0.4140106134094937,-3.6884129023269017,-1.6317864454092414,-1.689368497954768,-0.5728345802734872,1,0,1,-0.8537798069569987,2,-0.6692279738522179,-0.7951632272572445,-1.1640267285609633,-2.841822193737443,1,-1.5495763025809908,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,61000
376,-0.537596383095857,-0.7951514718918303,0.819148583465855,0.5394934445771061,-0.5728345802734872,2,2,2,-0.4273795250753416,0,-0.6433517614599924,-0.7951632272572445,-1.1449900019135968,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,0.7898390220340193,2,0.31172464418307205,0.4820057451562002,-0.7521758378613592,-0.704483250333654,148000
377,1.3161901621995922,1.3747946009344731,1.084114532533433,0.9755751289855163,-0.5728345802734872,2,2,2,1.1915734168282766,0,1.0800039838622248,1.2351823533599202,1.8095099737576903,2.6055218800349866,2,0.9122097711603002,0.6004949339126351,2,1,1.0329432578910778,1,0.31172464418307205,0.6410837603650892,0.5168205719523427,2.5265182577141245,340000
379,-0.4140106134094937,-0.07183611428306244,0.9516315579996439,0.7333075265363995,-0.4844386681313317,3,2,2,-0.1719953990285737,0,-0.40270298621229533,1.022064814988141,0.5416639790430786,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,1,0.8708737673197054,0,0.31172464418307205,-0.046694717155695446,0.04593511170700675,0.24669943661499108,179000
380,-0.8259631790307046,-0.7951514718918303,-1.5655449581423468,-1.689368497954768,-0.5728345802734872,3,0,3,-0.07166592093877201,4,-0.35353818266706694,0.7287417514226816,0.3341636585867834,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,5,-2.208446553536367,2,-1.02685765142659,-0.7719033159021009,-0.7521758378613592,-0.704483250333654,127000
381,-0.4140106134094937,0.6514792433257054,1.1503560198003273,1.0240286494753397,-0.5728345802734872,2,2,2,0.5371515938334337,0,0.35805765811913387,-0.7951632272572445,-0.40826868066051175,0.7897405221108432,2,-0.934129784145668,0.6004949339126351,2,1,1.1139780031767639,1,0.31172464418307205,0.46329068454338973,0.9717438132063113,1.1223914341232675,187750
382,0.3686992612708071,0.6514792433257054,1.1503560198003273,1.0240286494753397,-0.5728345802734872,2,2,2,-0.2700446617072435,0,-0.5786612304794286,1.171017933204976,0.5359529610488687,0.7897405221108432,2,0.9122097711603002,-0.9512264882332893,5,1,1.1139780031767639,1,0.31172464418307205,0.776767949807965,0.3971039295170878,0.09571805773425376,213500
383,-0.4140106134094937,-0.07183611428306244,-1.4330619836085579,-1.689368497954768,-0.5728345802734872,3,0,1,-0.6234780504326812,4,-0.9797425225589236,-0.7951632272572445,-1.392467448329362,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.1549948648224475,2,0.31172464418307205,-0.5286075279355649,-0.7521758378613592,-0.704483250333654,76000
384,-0.4140106134094937,-0.07183611428306244,0.686665608932066,0.34567936261781274,-0.5728345802734872,2,2,2,1.1915734168282766,0,-0.2163942569882719,1.2076833161506584,0.8329258967477867,0.7897405221108432,2,1.527656289595623,2.1522163560585597,1,1,0.546734786176961,0,0.31172464418307205,0.13109835866600397,0.9717438132063113,2.7831866018113782,240000
385,-1.1143299749655524,1.3747946009344731,1.084114532533433,0.9755751289855163,-0.4844386681313317,2,2,2,0.452783623621555,0,0.2752537784640123,-0.7951632272572445,-0.46918620593208465,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,4,1,1.0329432578910778,0,0.31172464418307205,-0.20109396721138179,0.4130661485084551,-0.40252049257217937,192000
386,-0.4964011265337359,-0.7951514718918303,-2.029235369010608,0.5394934445771061,-0.5728345802734872,3,2,3,-0.9107851922352952,4,-1.3057827987009647,0.4102112370820655,-0.6309983824347003,-1.0260408358133,3,0.9122097711603002,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,1.5753355707654795,81000
387,0.08033246533595943,-0.07183611428306244,0.15673371079690998,-0.4295769652193609,0.8359752694921162,3,1,3,-0.03746268977179416,0,-0.09736367998403465,-0.7951632272572445,-0.7433150696541628,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,1,5,-0.06102580346568487,2,-1.02685765142659,-0.5660376491611858,1.610232572861004,-0.704483250333654,125000
388,0.9454328531405024,0.6514792433257054,0.9185108143661966,0.7333075265363995,0.1177584833371027,2,2,2,0.9361892907815086,0,0.8186542387007475,-0.7951632272572445,-0.0694149463373873,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,0.8303563946768624,1,0.31172464418307205,0.4866845103094028,0.20555730162067995,-0.32702980313181074,191000
390,-0.8259631790307046,-0.7951514718918303,-2.3604428053450808,-1.689368497954768,-0.5728345802734872,3,0,3,-0.4479014637755283,0,-0.5217335632165325,0.13522086498944724,-0.28262628478789253,-1.0260408358133,3,0.29676325272497744,-0.9512264882332893,5,5,-0.020508430822841813,2,-1.02685765142659,-0.41631716425870213,-0.7521758378613592,1.258274675115931,119000
391,0.03913720877383833,-0.07183611428306244,0.9847523016330911,0.8302145675160463,-0.5728345802734872,3,2,0,-0.5778737422100442,0,-0.9279900977744726,1.8562022770024165,0.8481552780656799,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,4,3,0.9113911399625485,0,0.31172464418307205,0.4071455027049583,0.24546284909909824,2.1943592241765026,215000
392,-0.4140106134094937,-0.7951514718918303,-0.40631893097169325,-1.253286813546358,-0.5728345802734872,3,3,4,-2.411166932760057,4,-0.7261556411151139,-0.7951632272572445,-1.2059075271851698,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.7903385110368599,1,-1.02685765142659,-0.8374060280469375,-0.7521758378613592,-0.704483250333654,106500
393,-0.4140106134094937,-1.518466829500598,-1.0024923163737438,-1.689368497954768,-0.5728345802734872,3,1,3,-0.6143571887881538,4,-0.9693920376020334,-0.7951632272572445,-1.3848527576704153,-1.0260408358133,3,-1.5495763025809908,2.1522163560585597,4,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,100000
394,-0.4140106134094937,-0.7951514718918303,-1.0356130600071909,-1.689368497954768,-0.5728345802734872,3,1,3,-0.7352086055781423,2,-1.1065359632808285,-0.10997888345980404,-0.9165492821451984,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.560168591250878,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.11565587269877847,109000
395,-0.08444856091252495,-0.7951514718918303,-0.5056811618720349,-1.398647375015828,-0.5728345802734872,3,1,3,0.19739949757478706,4,-0.048198876438806236,-0.7951632272572445,-0.7071452890241664,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.9118906289653891,2,-1.02685765142659,0.5755810482202525,-0.4010070200512782,-0.704483250333654,129000
396,-0.4140106134094937,-0.7951514718918303,0.02425073626312099,-0.6233910471786543,-0.5728345802734872,3,1,3,-0.3726543552081771,4,-0.6951041862444434,-0.7951632272572445,-1.18306345520833,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,0.2631131776770596,1,0.31172464418307205,0.5942961088330629,0.9637627037106277,-0.704483250333654,123000
397,-0.04325330435040385,-0.7951514718918303,-0.3069567000713515,-1.1079262520768878,1.018291838285312,3,1,3,-0.4410608175421328,4,-0.7416813685504492,1.349761675065178,0.5645080510199185,0.7897405221108432,3,0.9122097711603002,0.6004949339126351,4,1,-0.6687863931083308,1,-1.02685765142659,-0.977768982643016,-0.7521758378613592,1.832003914862733,169500
398,-0.4140106134094937,-0.7951514718918303,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,3,0,1,-0.2198799226623427,2,-0.22156949946671697,-0.7951632272572445,-0.8346913575615222,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-2.370516044107739,2,-1.02685765142659,-0.6315403613060224,-0.7521758378613592,-0.704483250333654,67000
399,-0.20803433059888823,0.6514792433257054,1.1503560198003273,1.072482169965163,-0.020360129385015267,2,2,2,0.07882829619593051,0,-0.13100275609392778,0.2085516308808121,0.06574581285891513,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,1.1544953758196068,0,0.31172464418307205,-0.16366384598576086,-0.7521758378613592,1.832003914862733,241000
400,-1.3203062577761577,1.3747946009344731,0.819148583465855,0.5394934445771061,-0.5728345802734872,2,2,2,0.4619044852660824,0,0.32441858200924073,-0.7951632272572445,-0.4330164253020882,-1.0260408358133,0,-1.5495763025809908,2.1522163560585597,2,1,0.7088042767483332,0,0.31172464418307205,0.12641959351280135,0.20555730162067995,-0.25153911369144205,245500
401,-0.20803433059888823,0.6514792433257054,1.1172352761668802,0.9755751289855163,-0.5728345802734872,2,2,2,0.5759152558226752,0,0.3813462492721368,-0.7951632272572445,-0.3911356266778818,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,1.0734606305339207,0,0.31172464418307205,-0.3414569218074603,-0.7521758378613592,-0.704483250333654,164990
402,-0.4140106134094937,-0.7951514718918303,-1.0356130600071909,0.5879469650669296,-0.5728345802734872,3,2,3,-0.8788621764794492,0,-1.269556101351849,-0.7951632272572445,-1.6056787867798672,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,-1.560168591250878,2,-1.02685765142659,-1.0900593463198789,0.5886505574134956,-0.704483250333654,108000
